;brouette;;;;;;;brouette (1);;;;;;;brouette (2);;;;;;
;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;RX;RY;RZ;Valid
49,069000;-82,288750;102,435524;2246,886475;3,507420;1,740324;5,647254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,103001;-82,485840;102,360069;2246,850586;3,536087;1,801211;5,640652;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,138000;-82,702934;102,318016;2246,869385;3,518219;1,907251;5,639805;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,172001;-82,894836;102,373398;2246,861084;3,637583;1,836020;5,621606;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,207001;-83,120712;102,415276;2246,853516;3,632356;1,806677;5,640359;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,241001;-83,318039;102,339500;2246,837158;3,551934;1,803793;5,636443;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,276001;-83,504082;102,299644;2246,867432;3,505010;1,927469;5,632462;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,310001;-83,741135;102,375214;2246,870605;3,495485;1,918278;5,623135;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,345001;-83,945480;102,395752;2246,869385;3,618802;1,847313;5,637419;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,379002;-84,154457;102,330902;2246,859863;3,586411;1,864338;5,632102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,414001;-84,360893;102,308945;2246,894531;3,567509;1,899329;5,649853;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,448002;-84,560181;102,367462;2246,876709;3,513124;1,888122;5,648193;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,483002;-84,786049;102,390625;2246,864746;3,448009;1,858896;5,661456;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,516998;-84,980835;102,330971;2246,859131;3,625729;1,920282;5,678908;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,551998;-85,185669;102,299210;2246,865967;3,560091;1,967333;5,660693;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,585999;-85,394226;102,346504;2246,869629;3,553111;1,911393;5,673973;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,620998;-85,598816;102,348373;2246,845947;3,549990;1,862813;5,673682;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,654999;-85,814873;102,293793;2246,840332;3,580852;1,892661;5,666754;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,689999;-86,010460;102,268707;2246,828613;3,465200;1,867653;5,666820;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,723999;-86,226128;102,321953;2246,834717;3,636790;1,852800;5,671074;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,758999;-86,426636;102,336174;2246,819336;3,598637;1,821469;5,664259;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,792999;-86,624260;102,266663;2246,836426;3,640929;1,781898;5,653305;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,827999;-86,841614;102,256920;2246,827393;3,663865;1,845402;5,658154;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,862000;-87,048645;102,317101;2246,819580;3,623012;1,824263;5,662906;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,896999;-87,271568;102,316162;2246,808594;3,608835;1,720313;5,660009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,931000;-87,468536;102,243103;2246,784668;3,616545;1,826453;5,658139;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49,966000;-87,664589;102,216660;2246,801514;3,658002;1,757044;5,669796;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,000000;-87,883423;102,286430;2246,806396;3,660623;1,764794;5,654843;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,035000;-88,085518;102,292297;2246,786377;3,562215;1,742696;5,639902;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,069000;-88,291801;102,232704;2246,773926;3,436955;1,789939;5,642831;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,103001;-88,488228;102,222572;2246,772217;3,519933;1,796981;5,644355;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,138000;-88,699516;102,280006;2246,798096;3,603659;1,854461;5,646889;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,172001;-88,921028;102,280426;2246,752686;3,610895;1,882334;5,641870;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,207001;-89,113564;102,209785;2246,740967;3,578909;1,761131;5,653329;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,241001;-89,325310;102,210678;2246,773193;3,620350;1,782507;5,646658;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,276001;-89,533134;102,262718;2246,734131;3,496790;1,838637;5,657907;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,310001;-89,731270;102,248428;2246,721680;3,533864;1,882574;5,646499;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,345001;-89,939896;102,196152;2246,713623;3,526122;1,822484;5,641972;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,379002;-90,136520;102,192902;2246,719727;3,609966;1,827723;5,637547;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,414001;-90,357819;102,240509;2246,716553;3,477854;1,851874;5,636414;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,448002;-90,556053;102,228561;2246,698975;3,607869;1,830363;5,652573;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,483002;-90,760849;102,165749;2246,673828;3,550030;1,735520;5,636376;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,516998;-90,979889;102,160004;2246,691650;3,574597;1,794331;5,650578;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,551998;-91,182045;102,213295;2246,711182;3,600535;1,779588;5,662429;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,585999;-91,399803;102,225716;2246,702881;3,597498;1,708601;5,658957;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,620998;-91,594727;102,153534;2246,708008;3,624876;1,673609;5,647642;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,654999;-91,785957;102,129456;2246,728760;3,506537;1,691310;5,659209;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,689999;-92,008713;102,198761;2246,738037;3,512524;1,723209;5,656455;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,723999;-92,213394;102,198776;2246,694824;3,412170;1,766240;5,652408;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,758999;-92,416954;102,126663;2246,714355;3,474840;1,779814;5,655827;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,792999;-92,624649;102,114120;2246,700439;3,443684;1,697509;5,662027;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,827999;-92,830498;102,170471;2246,716309;3,470822;1,736135;5,664031;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,862000;-93,052574;102,183144;2246,709473;3,390258;1,733512;5,682300;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,896999;-93,243263;102,110756;2246,702637;3,379667;1,781802;5,662775;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,931000;-93,455750;102,100632;2246,679932;3,378758;1,802155;5,667878;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50,966000;-93,660896;102,163834;2246,693359;3,373616;1,809662;5,670689;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,000000;-93,868706;102,142967;2246,705811;3,503880;1,744350;5,650728;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,034000;-94,078362;102,075378;2246,663574;3,466496;1,773270;5,636284;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,069000;-94,271545;102,071869;2246,676270;3,326209;1,758721;5,643625;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,103001;-94,495590;102,135155;2246,678467;3,299723;1,781569;5,625323;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,138000;-94,693687;102,131577;2246,642822;3,339916;1,783849;5,625409;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,172001;-94,885788;102,052361;2246,649902;3,269966;1,725514;5,630405;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,207001;-95,100533;102,059906;2246,648438;3,424451;1,781156;5,634038;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,241001;-95,303444;102,119034;2246,656494;3,536784;1,799113;5,631124;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,276001;-95,520592;102,117455;2246,640869;3,505208;1,745606;5,652682;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,310001;-95,717461;102,028595;2246,627441;3,400911;1,709498;5,642645;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,345001;-95,921120;102,024826;2246,618652;3,473455;1,746774;5,642702;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,379002;-96,139427;102,098236;2246,616699;3,504461;1,707315;5,652124;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,414001;-96,346092;102,100960;2246,619385;3,547661;1,830890;5,655017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,448002;-96,554245;102,028656;2246,600342;3,408318;1,730899;5,645741;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,483002;-96,746040;102,020424;2246,609863;3,501092;1,615903;5,661306;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,516998;-96,946762;102,077309;2246,583496;3,412219;1,651067;5,659293;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,551998;-97,171432;102,082153;2246,538330;3,411328;1,697903;5,657554;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,585999;-97,356903;102,001945;2246,549561;3,390017;1,664418;5,652659;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,620998;-97,586174;101,998306;2246,563232;3,518024;1,697456;5,650794;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,654999;-97,795662;102,062103;2246,562988;3,372291;1,729835;5,648495;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,689999;-98,002739;102,058372;2246,544678;3,483792;1,715586;5,646467;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,723999;-98,208275;101,987068;2246,548096;3,391129;1,717565;5,631581;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,758999;-98,404907;101,984589;2246,557129;3,359009;1,785733;5,634314;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,792999;-98,612663;102,045883;2246,531982;3,536874;1,787220;5,638719;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,827999;-98,815025;102,038513;2246,522949;3,521772;1,742511;5,643195;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,862000;-99,004807;101,953850;2246,526611;3,570458;1,725501;5,634746;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,896999;-99,222702;101,956604;2246,524414;3,533230;1,728734;5,640653;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,931000;-99,432922;102,036766;2246,543457;3,558337;1,685782;5,652817;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51,966000;-99,650360;102,032593;2246,476563;3,527786;1,623116;5,658782;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,000000;-99,853317;101,955612;2246,483643;3,522228;1,733904;5,645844;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,034000;-100,047180;101,948006;2246,496826;3,612328;1,735353;5,645179;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,069000;-100,275162;102,021423;2246,497314;3,619878;1,729371;5,643713;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,103001;-100,466820;102,010353;2246,467529;3,543923;1,633725;5,641798;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,138000;-100,678482;101,930817;2246,465332;3,513343;1,685943;5,644732;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,172001;-100,879234;101,930656;2246,478271;3,480933;1,685414;5,641757;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,207001;-101,083931;101,999092;2246,455566;3,589896;1,694064;5,646461;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,241001;-101,308922;101,998619;2246,480957;3,630331;1,646244;5,653185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,276001;-101,506180;101,921814;2246,474609;3,478709;1,729625;5,636765;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,310001;-101,712662;101,926590;2246,459717;3,533985;1,645204;5,639488;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,345001;-101,926514;102,001770;2246,448486;3,527256;1,687685;5,645637;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,379002;-102,122505;101,982697;2246,434814;3,362565;1,806830;5,643643;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,414001;-102,331108;101,905289;2246,427002;3,361017;1,772688;5,651267;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,448002;-102,534676;101,909775;2246,448242;3,428438;1,776415;5,648016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,483002;-102,753616;101,995476;2246,425781;3,431374;1,752551;5,652036;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,516998;-102,966644;101,987534;2246,437256;3,478307;1,833369;5,641749;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,551998;-103,158829;101,900558;2246,435547;3,463557;1,830503;5,642996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,585999;-103,377029;101,920258;2246,430908;3,438916;1,813941;5,641128;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,620998;-103,585213;101,995186;2246,430664;3,488680;1,873380;5,637457;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,654999;-103,799950;101,978310;2246,411377;3,447117;1,805441;5,632556;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,689999;-103,995010;101,896149;2246,420654;3,447107;1,791404;5,626049;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,723999;-104,191238;101,893044;2246,422363;3,532013;1,768699;5,629156;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,758999;-104,423904;101,973869;2246,405518;3,444106;1,801502;5,633386;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,792999;-104,627434;101,967766;2246,388672;3,342051;1,788284;5,645821;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,827999;-104,834633;101,892715;2246,387207;3,444502;1,778455;5,634003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,862000;-105,039108;101,891731;2246,383545;3,504551;1,853902;5,643069;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,896999;-105,233871;101,952560;2246,364746;3,482851;1,746252;5,634649;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,931000;-105,451118;101,951797;2246,350098;3,409272;1,727721;5,634399;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52,966000;-105,638115;101,863953;2246,338867;3,357559;1,768943;5,635754;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,000000;-105,843376;101,870239;2246,340576;3,262981;1,803746;5,639179;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,034000;-106,063271;101,942375;2246,334473;3,251072;1,812402;5,647000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,069000;-106,259430;101,931244;2246,338867;3,366890;1,834415;5,631936;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,103001;-106,470688;101,856194;2246,351074;3,412273;1,778546;5,642510;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,138000;-106,682739;101,860123;2246,355713;3,417065;1,740319;5,647599;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,172001;-106,893105;101,936264;2246,323730;3,342842;1,720243;5,646509;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,207001;-107,108215;101,931099;2246,327881;3,298892;1,790856;5,652128;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,241001;-107,290611;101,837234;2246,339844;3,339979;1,720065;5,643661;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,276001;-107,505821;101,847412;2246,340088;3,310077;1,758919;5,646054;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,310001;-107,722237;101,936668;2246,326904;3,247669;1,724997;5,641429;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,345001;-107,927544;101,921616;2246,308594;3,323488;1,671258;5,653802;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,379002;-108,131935;101,835632;2246,306152;3,258590;1,780835;5,651473;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,414001;-108,332657;101,843567;2246,312256;3,319706;1,762370;5,649036;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,448002;-108,557182;101,916069;2246,297852;3,297998;1,736869;5,652087;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,483002;-108,760506;101,902527;2246,292725;3,365788;1,776823;5,652354;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,516998;-108,954849;101,817810;2246,312256;3,590418;1,797134;5,637282;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,551998;-109,161636;101,828255;2246,305664;3,473579;1,732720;5,632562;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,585999;-109,355057;101,887726;2246,275635;3,340286;1,714735;5,630126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,620998;-109,574631;101,876862;2246,265137;3,485269;1,747581;5,631104;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,654999;-109,777328;101,801987;2246,246094;3,434641;1,772755;5,636815;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,689999;-109,977676;101,803589;2246,261230;3,428375;1,736048;5,620094;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,723999;-110,196953;101,875298;2246,258789;3,525235;1,798115;5,626208;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,758999;-110,395187;101,845779;2246,253174;3,409140;1,768962;5,627942;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,792999;-110,593826;101,755463;2246,253418;3,397365;1,733588;5,618341;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,827999;-110,802933;101,766350;2246,246582;3,342600;1,748957;5,624083;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,862000;-111,008286;101,840797;2246,270020;3,437196;1,807783;5,631496;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,896999;-111,231018;101,837471;2246,240479;3,427907;1,752409;5,632062;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,931000;-111,415062;101,741013;2246,244629;3,471769;1,712373;5,632673;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53,966000;-111,630661;101,750992;2246,239258;3,442497;1,701127;5,646753;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,000000;-111,857849;101,835960;2246,236816;3,522453;1,722006;5,646726;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,034000;-112,064606;101,828423;2246,238281;3,474487;1,767020;5,654414;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,069000;-112,266235;101,738007;2246,240967;3,502228;1,768222;5,645065;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,103001;-112,455414;101,731247;2246,253174;3,507877;1,807038;5,630054;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,138000;-112,670845;101,810219;2246,271240;3,614487;1,788979;5,639008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,172001;-112,876717;101,801163;2246,251709;3,559347;1,656114;5,652267;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,207001;-113,074211;101,718536;2246,226074;3,528028;1,708568;5,649500;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,241001;-113,295792;101,735222;2246,231689;3,643347;1,670337;5,649430;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,276001;-113,496422;101,802299;2246,231201;3,640111;1,748818;5,646166;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,310001;-113,711090;101,774765;2246,208496;3,680648;1,824823;5,650058;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,345001;-113,909004;101,712669;2246,228760;3,719643;1,767362;5,645828;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,379002;-114,107765;101,732803;2246,223389;3,510791;1,731181;5,649663;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,414001;-114,325081;101,791428;2246,205322;3,591406;1,769700;5,649046;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,448002;-114,518913;101,757339;2246,205322;3,538362;1,838166;5,661086;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,483002;-114,726990;101,696976;2246,221436;3,598464;1,840551;5,649419;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,516998;-114,939941;101,713486;2246,240967;3,509440;1,797241;5,642878;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,551998;-115,146378;101,761047;2246,225586;3,461743;1,781267;5,641923;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,585999;-115,368225;101,736984;2246,214111;3,568580;1,733730;5,648379;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,620998;-115,557053;101,664391;2246,186035;3,451291;1,735395;5,641507;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,654999;-115,759979;101,680565;2246,208984;3,325203;1,825198;5,644927;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,689999;-115,970757;101,746346;2246,189453;3,366207;1,861148;5,648648;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,723999;-116,160820;101,721794;2246,199707;3,488620;1,845119;5,652099;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,758999;-116,375824;101,661255;2246,165039;3,539572;1,823980;5,638373;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,792999;-116,572945;101,669563;2246,166748;3,425009;1,781742;5,644467;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,827999;-116,779274;101,716270;2246,155762;3,560250;1,815652;5,657016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,862000;-116,998901;101,699928;2246,138672;3,425499;1,840279;5,658423;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,896999;-117,198502;101,634109;2246,132813;3,395296;1,894298;5,648113;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,931000;-117,408333;101,642601;2246,143066;3,503903;1,796600;5,647552;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54,966000;-117,620071;101,694550;2246,154297;3,626270;1,809409;5,648519;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,000000;-117,816132;101,675789;2246,120117;3,521783;1,726431;5,638395;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,034000;-118,028839;101,618759;2246,106689;3,511532;1,774446;5,643034;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,069000;-118,235954;101,635445;2246,130127;3,403755;1,810932;5,640762;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,103001;-118,461281;101,694099;2246,121338;3,445190;1,864996;5,638494;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,138000;-118,658676;101,667671;2246,132324;3,571774;1,797567;5,641149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,172001;-118,852325;101,591713;2246,119873;3,499363;1,810647;5,642220;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,207001;-119,073051;101,614845;2246,122803;3,565309;1,866300;5,642242;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,241001;-119,273170;101,669655;2246,100342;3,312636;1,801415;5,628087;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,276001;-119,486839;101,662560;2246,095215;3,323981;1,866218;5,627061;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,310001;-119,679749;101,596481;2246,132324;3,353126;1,851619;5,616991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,345001;-119,879890;101,597992;2246,126709;3,359874;1,834332;5,613658;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,379002;-120,102715;101,657928;2246,128662;3,502316;1,765433;5,614823;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,414001;-120,310493;101,643295;2246,112549;3,580153;1,768916;5,626724;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,448002;-120,518433;101,576332;2246,089844;3,460532;1,624062;5,634432;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,483002;-120,731087;101,586876;2246,107422;3,515097;1,666137;5,636031;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,516998;-120,927834;101,632408;2246,115479;3,602927;1,721435;5,644594;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,551998;-121,143234;101,619720;2246,085449;3,541083;1,760590;5,636995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,585999;-121,342377;101,567406;2246,076416;3,580443;1,697500;5,628736;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,620998;-121,546471;101,581093;2246,070313;3,617716;1,585575;5,642871;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,654999;-121,767815;101,637192;2246,055664;3,514334;1,720826;5,637207;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,689999;-121,967857;101,619308;2246,037354;3,590542;1,719842;5,647083;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,723999;-122,185776;101,561790;2246,062988;3,452539;1,760352;5,637378;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,758999;-122,385628;101,563805;2246,074219;3,532912;1,719105;5,634803;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,792999;-122,601265;101,622688;2246,074951;3,412271;1,703124;5,634824;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,827999;-122,813385;101,614601;2246,041504;3,439302;1,683292;5,642018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,862000;-122,996414;101,547874;2246,007324;3,469633;1,640018;5,650291;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,896999;-123,204468;101,556747;2246,005371;3,432204;1,715826;5,651588;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,931000;-123,409035;101,617928;2245,986328;3,379137;1,730918;5,641991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55,966000;-123,613632;101,611748;2245,990234;3,451686;1,740359;5,651011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56,000000;-123,822342;101,545670;2245,983643;3,409640;1,687490;5,644943;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56,034000;-124,020363;101,545166;2245,994141;3,437958;1,719154;5,649369;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56,069000;-124,250137;101,613815;2245,984131;3,316052;1,747423;5,645134;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56,103001;-124,458969;101,612251;2245,961670;3,394185;1,768914;5,650166;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56,138000;-124,660881;101,549477;2245,997314;3,385811;1,780488;5,658314;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56,172001;-124,871201;101,547195;2245,982666;3,469346;1,826001;5,647747;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
